"";"ACACA";"AKT1S1";"ANLN";"ANXA1";"AR";"ARAF";"ARID1A";"ASNS";"ATM";"BAK1";"BAX";"BCL2";"BCL2L1";"BCL2L11";"BECN1";"BID";"BRAF";"CASP7";"CAV1";"CCNB1";"CCND1";"CCNE1";"CDH1";"CDH2";"CDH3";"CDKN1B";"CHEK1";"CHEK2";"CLDN7";"COL6A1";"CTNNA1";"CTNNB1";"DVL3";"EEF2";"EEF2K";"EGFR";"EIF4E";"EIF4EBP1";"ERBB2";"ERBB3";"ERRFI1";"ESR1";"FN1";"FOXO3";"GAB2";"GATA3";"HSPA1A";"IGFBP2";"INPP4B";"IRS1";"ITGA2";"KDR";"KIT";"KRAS";"LCK";"MAP2K1";"MAPK1";"MAPK14";"MAPK8";"MAPK9";"MET";"MRE11A";"MYC";"NF2";"NFKB1";"NOTCH1";"PARK7";"PCNA";"PDCD4";"PDK1";"PEA15";"PECAM1";"PGR";"PIK3CA";"PRDX1";"PRKAA1";"PRKCA";"PRKCD";"PTEN";"PXN";"RAD50";"RAF1";"RB1";"RBM3";"RPS6";"RPS6KA1";"RPS6KB1";"SERPINE1";"SHC1";"SMAD1";"SMAD3";"SMAD4";"SRC";"STAT3";"STAT5A";"STK11";"STMN1";"SYK";"TGM2";"TP53";"TP53BP1";"TSC2";"XBP1";"XRCC1";"XRCC5";"YAP1";"YBX1";"YWHAE";"ACACA";"AKT1S1";"ANLN";"ANXA1";"AR";"ARAF";"ARID1A";"ASNS";"ATM";"BAK1";"BAX";"BCL2";"BCL2L1";"BCL2L11";"BECN1";"BID";"BRAF";"CASP7";"CAV1";"CCNB1";"CCND1";"CCNE1";"CDH1";"CDH2";"CDH3";"CDKN1B";"CHEK1";"CHEK2";"CLDN7";"COL6A1";"CTNNA1";"CTNNB1";"DVL3";"EEF2";"EEF2K";"EGFR";"EIF4E";"EIF4EBP1";"ERBB2";"ERBB3";"ERRFI1";"ESR1";"FN1";"FOXO3";"GAB2";"GATA3";"HSPA1A";"IGFBP2";"INPP4B";"IRS1";"ITGA2";"KDR";"KIT";"KRAS";"LCK";"MAP2K1";"MAPK1";"MAPK14";"MAPK8";"MAPK9";"MET";"MRE11A";"MYC";"NF2";"NFKB1";"NOTCH1";"PARK7";"PCNA";"PDCD4";"PDK1";"PEA15";"PECAM1";"PGR";"PIK3CA";"PRDX1";"PRKAA1";"PRKCA";"PRKCD";"PTEN";"PXN";"RAD50";"RAF1";"RB1";"RBM3";"RPS6";"RPS6KA1";"RPS6KB1";"SERPINE1";"SHC1";"SMAD1";"SMAD3";"SMAD4";"SRC";"STAT3";"STAT5A";"STK11";"STMN1";"SYK";"TGM2";"TP53";"TP53BP1";"TSC2";"XBP1";"XRCC1";"XRCC5";"YAP1";"YBX1";"YWHAE";"MU5219";"MU4468";"MU7870";"MU4842";"MU6962";"MU6412";"MU129304634";"MU25803";"MU4807";"MU24637";"MU9178";"MU13491";"MU42458";"MU5136";"MU2188684";"MU17943";"MU41762";"MU15540";"MU10466";"MU1803133";"MU5140";"MU5163";"MU23273707";"MU129114463";"MU2188533";"MU4777833";"MU5153080";"MU5367350";"MU26426";"MU4557";"MU5519648";"MU8924";"MU14915";"MU34515";"MU6082";"MU2188793";"MU130233943";"MU130564670";"MU15487";"MU130565935";"MU23114";"MU7303";"MU17699";"MU4755805";"MU8319";"MU6223";"MU7747";"MU14755";"MU10208";"MU12419";"MU2188426";"MU34690";"MU130304945";"MU17289";"MU7595";"MU24113624";"MU18681";"MU9585";"MU19434";"MU5551967";"MU6932";"MU2186353"
"DO1254";9935;3515;2894;3198;2782;3556;13580;2090;2252;882;1575;2879;17345;4559;9224;826;652;3296;2770;1766;44854;343;32808;324;1075;5607;418;441;3107;57470;18828;19294;9051;76754;2737;502;2436;1236;26705;30049;2740;25785;566330;3855;2293;28671;57635;6893;2304;6052;868;1656;1088;4762;514;2468;15361;3577;444;4781;582;983;3798;1803;3144;1718;10761;5107;57678;739;14736;1808;13501;2097;25570;3097;298;4411;7505;7908;4330;7614;3420;13742;27493;2387;2699;1730;16243;2121;1896;3335;6802;20548;2775;1625;6145;2396;15869;2854;4585;6197;123996;2552;18997;5173;7536;19300;1,37603154058653;0,137398937162659;-0,114772125745833;-0,215405541591951;0,79048194125258;0,134960121958324;-0,0300717944090558;0,231021440467956;-0,288332603469089;0,208175677838734;0,188127116684284;-0,347217611255656;0,402637627209819;0,253017629898363;-0,464100875429512;0,157898806056769;-0,854384042614634;0,337036196028836;1,35513158967277;-0,544311648332883;0,69314585066912;0,469891942159355;-0,111004580726789;0,241483458314809;-0,185991191297986;-0,066832321922772;0,0013908141936565;-0,312407399746853;-0,4451124442331;1,4646046017059;-0,335527976973552;-0,65066757992933;-0,237175448417533;-0,268469753487241;-0,593457452579486;0,0972203899897634;0,489269412799343;-0,0202769864874885;-0,151690571330883;0,148119939385524;0,137646835844293;0,282556834541114;0,470357343412609;-0,155642274012832;-0,245445471941932;0,444970958398402;0,764827038938048;0,406543026402144;0,510121389023549;0,0851477856718351;-0,199903258757881;-0,197795369724051;-0,272831912133205;0,236355273918511;0,272058030235114;-0,155924988422875;0,442165032898944;0,155453447150331;0,237454689943724;0,237246109770817;-0,242657702315332;-0,308732511105949;-0,175377917738477;-0,0280439069318456;-0,299766531661347;-0,0451818037228002;0,438530538317012;0,124612022718354;0,529700187088542;0,0920836132247798;0,298757824441154;-0,769362354800211;3,0831913078245;0,145318222531329;0,483246025228689;0,067906124222362;-0,210417080478693;-0,0420830680649358;0,127248918855013;-0,390737981462061;-0,114239189792402;-0,0344861817575883;-0,0953767462781507;0,809779548721144;-0,0487977892872814;-0,00284469017210931;0,000721228323403499;-0,289621913820841;0,0431897775251793;0,12469396170479;-0,0430254503716705;-0,00424274007611924;0,233332931569244;-0,147697286877116;0,159464195742587;-0,370614430463365;0,186527998806504;0,144028883393154;0,286777707103594;-0,502465017585771;0,147657485179144;-0,353349087645268;-0,27867275688834;0,298895370779179;-0,224370101290498;-0,532751022863948;-0,164356066330224;0,251876823377449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DO1258";3528;3966;4905;15705;12;3087;6639;8158;1812;1877;1968;6007;6798;3533;2588;3352;413;2939;1245;4996;5316;1040;29237;379;17818;2492;1039;1797;4227;15430;22809;20803;5984;69821;2834;1293;892;3750;4832;5959;3118;2068;128016;2916;1477;2397;31176;1086;130;334;1198;1564;1101;2598;1322;2976;10545;3599;1057;2223;1945;1505;10082;2370;8343;3003;14512;19074;8513;1537;14078;3683;41;1392;41129;1648;1125;2983;5707;4942;3189;5192;2936;8503;114771;6306;1742;1653;7731;1196;1190;6264;1905;14862;3849;1806;25100;5040;6947;6600;2568;2898;12948;2490;28109;6015;36355;28553;-0,402048997227148;-0,0648266168281262;-0,0815904994374237;0,455624811686294;-1,14168934600817;-0,0841091269436212;0,114474014674069;0,871303010438574;0,741313494803994;0,0175910357054812;0,14198575146227;-0,449293696701171;-0,0275354045414862;0,526792049014332;-0,0645432797784599;0,0208219983832836;-0,246331980261566;1,02728873456393;-0,265936850580971;0,515784700306204;-0,139500892659833;0,406947948221549;0,466199330707641;0,0717920861708037;0,501309871698762;0,35513345487056;0,137725574780043;0,338519019827534;-0,0951136722462907;-0,728363921928187;0,0310408203113099;0,376322675885719;0,00690691836210222;0,0458527022965036;0,0247105796431917;-0,0420980807616031;-0,091318575412484;0,0498297122593944;-0,585787825534622;-0,239759376776567;-0,0369348713294954;-1,32563260621967;-1,24819900060427;0,208927428375216;0,588850582428935;-1,18911591658481;0,687817490311202;-0,651162005936323;-0,747069328458117;-0,209876074835215;-0,00217236356419637;-0,936451780821176;1,3993342171845;-0,0216689637387578;1,2756879877763;0,119676207162256;0,00580161715211847;0,0833891321623289;-0,398455967772481;-0,299914322263668;0,148769115965984;0,0545421714877117;0,0342969012056637;0,356463275242841;0,0754106019446832;0,223913263159234;0,250409257883791;0,113299319735749;0,41930221224662;-0,116052236934698;-0,00102139586244479;0,12468861708053;-0,669892137736446;0,0391506328549938;-0,170436935462136;0,233108156754159;0,307411920171575;0,182800349761308;0,25294678067612;-0,216319639306381;0,0178512597658457;-0,0428526211946467;-0,0826122268056761;-0,52404609022311;-0,123359170227848;-0,0581628381499128;-0,0617111389289069;-0,684324559697856;-0,150130260134486;-0,233609686527406;-0,153244859483436;0,186519435271365;-0,0366410965195885;-0,110497940080411;0,769793693228609;0,00102139586244476;-0,0362243206853028;1,41186724632527;0,0475745764088487;0,631422578573024;-0,387374154931681;-0,29085255602809;-0,454089220068524;-0,0447778926532273;0,222833971747697;0,808894785062299;-0,085984815823068;0,00728826144496364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DO1261";20368;3023;704;11237;2357;3282;6984;775;3186;938;1165;3457;8451;2258;6789;965;470;1978;6867;1150;14910;82;27234;1250;2884;4068;223;419;2806;277850;25199;35349;10771;158084;4492;1284;1510;1024;50450;19639;2063;3615;1630074;6013;1400;21332;43922;8320;1918;4301;7467;2794;3055;4379;138;2824;11560;4358;991;4587;1553;1269;1868;3123;4407;2355;7611;3596;6636;564;20130;1766;12981;2417;17736;4460;1292;2724;7705;7696;4313;5384;3385;16834;53881;2101;2917;1553;9483;3164;2074;5780;2612;26482;8904;2303;3372;1673;1737;3444;4010;3484;139739;1930;22743;11817;13948;16320;1,36122710480548;0,045454908931784;-0,127972588258397;0,290133279688814;0,128472042565845;0,216368480680709;-0,440709324249111;-0,0905650639064925;6,4424238579025e-05;-0,0119610276796078;-0,149454068716039;0,336745712432229;-0,324194946256786;-0,573311350958363;-0,20293703395872;-0,167535479856436;-0,235040546938807;-0,486301055091009;0,080573412867889;-1,65020232902768;-0,39324692581476;-0,154891847970771;-0,041071552485523;0,040156980054134;-0,0783072787603409;-0,188419657100037;-0,0728203806898085;-0,0475865518678935;-0,445626806236175;-0,976138020729382;-0,00776796511938904;0,345067628986689;0,496817603758814;0,0323630301924438;0,018056120425229;0,137120576987493;0,34622297819542;-0,027471762631505;0,441852852177596;0,0173328080647005;-0,118387536934743;-1,04335553870044;-0,106317926763986;0,0816172902944095;-0,317216297285048;-0,422294054110771;-0,389407271130597;0,204240760712467;0,767042403306004;0,18996276224995;0,081381521750324;-0,756486775474776;0,649288468702889;-0,0587258292830966;0,065449148426509;0,222510585856105;0,120338247776139;0,570847830780045;1,08270021157812;0,154880731384555;-0,128915497831978;-0,121760647713111;-0,270484183760651;0,061171832448909;0,314204770268375;-0,111367401272195;0,055508372606155;-0,157255779004141;0,0241773308061685;-0,168501336087304;0,22781742581061;-0,288692540187136;3,79196968604338;0,129866289210144;-0,210250593944796;0,216571207781644;0,344632529838835;0,049078732847465;0,578930269895663;0,330778292264953;-0,139049481186952;-0,0508789762417884;0,328906978862464;0,208176706569049;-0,338828464651666;0,210415326066138;0,011727446226406;-0,485171725314026;0,332818290336454;0,154906452283054;-0,101002606587056;-0,155167469736312;0,185366405254726;0,045735443810699;1,36975937635212;0,038942746518176;-0,0334032692539214;-0,208895689649821;-0,289742072687399;-0,131250649287306;-0,230038228707307;-0,0521354989205025;-0,132620647880787;-0,0609154544571559;0,109819738025271;0,642813415354789;-0,0267393966282894;-0,214637721567046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DO1265";5360;1584;4942;2259;6366;4478;8993;2656;2564;1392;895;10922;7501;4635;4719;825;1113;2656;1339;5945;100494;128;39237;20;1279;9614;669;954;6937;11990;32292;27277;8435;135657;4455;221;1436;12670;13811;32772;2184;87145;140415;3241;1110;53443;22606;3517;1253;1822;15875;2463;180;7065;239;2582;7802;4574;1239;8048;756;1295;4100;1423;2825;1307;7071;13723;16726;623;11645;1499;3079;1774;17972;3754;267;6125;7458;6133;8560;6153;7479;14552;30939;2292;1841;1139;6581;2325;3881;4791;3827;19136;2003;2228;12890;835;2864;935;5996;6260;107175;1426;18097;5861;9837;23306;-0,438205789033116;-0,0685873013313464;-0,041140871669522;-0,614680792640461;1,30526849258616;0,145583444332555;0,0564471087684946;0,647927676995722;-0,0814098033076924;-0,167102519150169;-0,102610814797398;1,32907315691102;0,130351277058162;0,849308154650539;-0,107697034829169;-0,0856870958366807;0,27713644632926;-0,155888804398381;-1,05806151208233;1,82311899555587;0,141612877508091;-0,0506913149284554;0,348782611194977;-0,27515920932607;0,121596650005001;-0,0351953410889737;-0,0225027512832475;0,471783553623595;0,246836218110661;-0,166187786373795;0,0476289824269985;0,355514900518855;0,399314081388523;0,203374663211479;0,264773091365841;-0,155494014300909;-0,126705274247188;1,81862272796316;-0,135481513426309;-0,116202953554496;-0,0353052378150045;1,48537646021341;0,35384437185993;-0,199449734029557;-0,322960367898805;2,12644709012884;-1,08678477012623;0,255770921004805;-0,11333723178773;-0,282947930927066;0,616611054705128;-0,0406269797747703;-0,597629432817085;-0,071498278438742;-0,251502669139935;0,0116568955965955;-0,278174956569276;0,20056629831577;0,755516547696152;0,326026668404966;0,020268916780935;-0,0375430929247265;0,153506731695555;0,0087780768202057;0,782658963025589;-0,22922575064191;-0,0570982198930885;0,499004855757881;0,546057827124284;0,0695173501441261;-0,269717311362177;-0,0180102891062894;1,47269053446012;-0,0273884610648905;-0,0958519154946702;-0,51034350760104;-0,199458824916262;-0,0200309307324844;0,301824169099755;0,200871752099635;0,0137944145138755;0,156807052902757;1,09113771906667;0,707732520805245;0,177699316510056;0,252827375948768;-0,207475004466322;-0,4003373317002;-0,392345160215331;-0,028625514666938;-0,0258671239617403;-0,107058418808965;0,081482352847544;-0,0924242084894455;0,0792805558946965;-0,158113490961678;0,0310766960371991;-0,459916553721097;-0,0164965202495655;-0,222349525198221;0,393662266315858;0,13915177321137;-0,0961892274030335;-0,130505343158473;0,407023059535633;0,00920155499471964;0,0201253426644917;-0,0369431464031704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DO1270";5409;2144;176;5657;7335;2442;9733;686;3993;813;699;5590;6278;3634;6383;769;407;1849;10480;647;16589;46;26790;237;366;5252;163;285;2259;51555;41591;38421;5625;105456;6636;1309;1619;802;24586;28897;5376;19456;475481;4538;1756;22235;45233;2987;3061;3963;1346;4366;765;6546;89;3000;9783;3976;752;4041;1409;1673;2542;2383;6505;1943;11927;3274;15911;1150;10502;3120;10398;1887;22076;11206;392;9799;10457;8592;7339;4915;4392;16574;46488;3433;3078;4106;9613;2425;2799;5106;2536;18996;3492;2098;2239;440;2290;3045;5165;3030;138960;1651;26945;12082;8892;20270;0,550227246465213;-0,169320316056667;-0,657875129455014;0,180860322124003;1,11539575307023;-0,228991045391272;-0,0771353667538019;-0,784894250021553;-0,175042966041467;0,121291124299223;-0,108329527878934;0,982880122701438;0,117805677597443;-0,0541940942919734;-0,624467805010723;0,0807826148055328;-1,00427435620626;-0,16024075703781;2,21541688998263;-1,81638380782925;-0,173654722177158;-0,0296436702883116;-0,005285137591998;-0,293003246462077;0,135416061067118;-0,0843408400624313;-0,717259114839298;-0,996982755382004;-1,16589963343667;0,768806983616448;-0,511257781827728;0,538068277736709;0,0955805175373206;-0,116039106385807;0,617487708387658;0,328768863614155;0,177689602119628;-0,042511638799242;-0,237637542140082;0,18000345692972;-0,068115097088953;0,350090376327484;0,797109126432773;0,0799898993487513;-0,417657224652467;0,0667435809737591;-1,20984397125978;0,362355177041956;0,223356039185289;-0,0195027066931355;-0,638332873501807;-0,447889713639267;-0,231522388451362;0,0295946553671884;-0,0378932584340821;0,145090712956882;0,0804604252293575;0,487850627008606;0,362686644193128;0,097550964145021;-0,990067736687549;-1,27478900851905;-0,337414353589883;0,159365415595755;-0,410898748769274;0,0532500205859434;0,610001938527769;-0,174307585171952;-2,93940631815941;0,11694824690764;-0,0895255080766719;-1,3337266861226;3,88687158076755;0,158364217467473;-0,448609229038677;0,436354115984623;0,0529429809855235;-0,206634843692652;0,722498431963551;0,712205128021695;0,021106524001256;-0,304151594482355;-0,0830201124161167;-0,124964766250075;-0,078744962691247;0,107730984789884;0,061878895515677;0,409786992251003;0,159563742936603;-0,305945733590228;0,144200509794803;0,167230574136868;-0,0149935277452854;0,578895118861628;1,04627828396217;-0,230964058244996;-0,862936808925642;-0,56734912453785;-0,618819504877254;-1,35722294628383;0,00854920795718095;0,357727752417865;-0,364258251050918;-0,242625566702277;0,207104750924683;0,68701096504264;-0,105220962451066;0,122313788509143;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DO1271";5763;3092;352;1029;3487;3776;9862;365;2862;622;1276;11681;10526;6205;7119;887;348;1094;1870;1356;38950;47;36808;41;189;6539;250;536;6517;7641;33650;28399;4818;105162;5777;9;1596;516;26996;17841;3554;123385;35738;5142;3721;100281;124721;9465;5483;3004;207;2898;97;2334;58;1553;7028;2830;724;4346;118;1212;980;3027;4347;1170;18491;6017;17702;830;14304;1664;5894;1080;19352;2029;42;4922;5393;4529;8199;4669;2796;5047;61244;3400;2000;348;9563;1978;5835;3618;3419;19938;2708;2799;1878;1301;1578;4874;4487;6020;192649;3157;30993;8647;6334;35479;-0,0263246644403405;0,480882516918389;-0,275495759750047;-1,70788653567844;0,630132389877287;0,310535730521123;-0,0151766892787575;-0,745929489079883;0,184313156587077;-0,310114223003535;-0,533827290967812;1,44323546428501;-0,188843757940149;0,868976504710024;-0,0600338062846781;-0,472326975673183;0,229242596929428;-1,13920691545094;0,235553969267263;-1,71950266639279;-0,281401002452286;-0,445633904637367;1,15545379389048;-0,533273999734952;-0,219939176381062;-0,0357807731077517;-0,121927160663399;-0,0573126821821198;2,14419310878059;-1,00846166405141;0,320341728795231;1,81789748255907;-0,206543328460623;-0,311292017282813;0,675564933892078;-0,168450454713092;-0,298195192659165;-0,210978245960138;0,642757252932612;0,0837013330019565;0,107515436566562;2,75200269217027;-1,79136105901214;-0,1411415752166;0,754798750153127;2,32312520509994;-1,8939775337521;0,927293519603636;1,88996634714618;0,028129083321171;-0,668279823345383;0,838525891225578;-0,742115806936178;-0,276149402052039;-0,817022818322318;0,047713237579606;0,403256799286962;0,271291698307547;1,36690456970592;0,565411745420192;-0,280097479352616;-0,336846894378986;-0,199795929961928;0,728881022764906;0,43995541200533;-0,325541769153992;0,765089966771239;-0,371433719572478;1,52131137887612;0,191786833583427;-0,323431181002109;-0,348697215761842;3,0311158010192;-0,175829085257273;-0,220509078830652;0,501252974215866;-0,599352530939327;-0,0444967406040016;0,496509371261447;-0,0733997262319781;0,0151766892787575;-0,025145964000277;1,00667502728502;-0,486165206883648;-0,210193014148224;0,544776653071962;-0,145640963001935;-0,43701846993962;0,300570815758207;-0,0573629994228051;0,0276052137453286;-0,191674332475052;0,202819049011181;-0,279077765452967;0,715692674828112;0,0772807625744064;-0,518374044868689;-0,244255689327328;-0,251380980815427;-0,291477690476573;0,126211184133526;0,356757018908214;0,120515230903696;-0,121351964673464;0,18167060208963;0,830064250621432;0,0954411117503223;-0,330117355421003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DO1275";7855;2402;2065;3829;4410;3865;6905;1967;3891;1270;1873;618;7243;2647;4741;2806;369;2847;2360;3323;17375;398;1398;147;3741;5417;814;550;6503;32233;36746;26691;5511;199294;3956;122;1905;1183;546482;22584;2130;4339;2059461;5228;1061;25103;44390;3657;1934;1246;4117;5356;1127;3902;1012;2738;7626;3572;798;2414;274;1440;5463;2943;3832;3287;6283;5325;22699;1045;12518;3389;200;1254;28847;3531;314;6133;6313;8759;4747;5629;4453;11909;87302;3414;3484;2091;12357;2078;2726;2920;3451;26091;3309;3397;6630;2164;7426;4623;5970;3933;119959;1950;27429;6264;27809;17203;0,593763713343473;-0,1311619106081;-0,0196530092811993;-1,13578566984277;0,958519342261966;-0,142364000767535;0,000479364352975187;0,311268568796799;0,26686842303185;0,0708585738907897;0,0468697818959114;-0,687952332040645;-0,14341680369831;-0,613533368673276;0,114756096218926;-0,20014618841706;0,0165473517079403;1,42496604026651;-0,924460070335799;0,376351356333759;-0,0960467303263383;-0,146579440689565;-2,66935425183728;-0,23232655673444;0,312204004078627;0,086407121430392;-0,0372411242427823;-0,176036455516542;-0,220133338945561;0,209963739790755;-0,350950333709743;-1,31050670148908;-0,288620243618872;0,10344496927827;0,301477692055732;0,559043168137262;0,221519924595717;-0,186545088522422;3,61350698378211;0,365919047279402;0,304236999595291;-0,771029196836267;-0,87747924608812;-0,0560790445925123;0,162757837863009;-0,00432805208398079;-0,321181633881968;-0,373991185553767;0,27772567002975;-0,252933363177803;0,13471098147044;-0,267612739629219;0,00333400515115534;-0,128507295031844;0,570835863643667;0,112403060384561;0,0343453016976246;0,505203383126267;-0,139213710246743;-0,0670860454054378;0,000150892500014765;-0,169787202240408;0,0452960642375242;0,639379537156135;0,108854023860942;0,180662079876741;-0,449470986767528;-0,185991808190265;0,290175928840643;0,285731043141546;-0,226379949977916;-0,0160292487619398;-0,32570022433092;-0,1285339135296;0,0220923110097603;0,471860728894028;0,00587611013763045;0,0978440871755403;0,736487785568355;0,415326690832628;-0,0309524421642348;-0,0839264094712373;0,964950239749197;-0,597756259792704;0,362288562896189;0,0243337838683726;-0,036408955795146;-0,71513405349402;0,51995330537494;-0,0310806923213123;-0,0375318294593497;0,0103182930357597;-0,0506435519634098;-0,000150892500014765;0,668878833923855;0,160889757191269;-0,0215246780105482;0,775171402304563;0,277980463108135;-0,24086695800139;0,417416307826869;0,358177458596346;0,161813915563744;-0,104181398633013;0,0919381889476433;0,387762545026365;0,097375173164773;-0,21374810067811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DO1277";8605;2247;13955;3239;150;1838;10133;2579;2425;1822;1574;1615;3328;3337;3043;3703;661;2409;2104;5801;4242;4805;17977;139;27852;3618;2149;1343;10101;30808;20755;25415;7973;98514;2773;1527;2621;4662;8377;11824;8166;1276;132504;6537;1178;2075;38758;5373;179;4842;1390;2311;694;3798;264;3711;11361;4712;1440;1234;4218;2260;45377;3127;5484;11544;10822;11249;9254;3438;26139;1327;140;2543;62709;6533;412;5796;5481;5035;2077;7168;3058;15445;107044;9241;2346;747;20760;2967;1684;5349;2836;34411;1341;2046;20919;3066;4472;1316;3855;9416;17188;831;25191;8262;50754;26458;0,211221424298743;0,176216748597645;0,0350213474419012;0,0188089257407515;-1,25786817628201;0,763592644333485;0,154729199162887;0,622618003063208;-0,384189342005966;-0,0307468768288577;-0,0393137723270918;-0,462424147279163;-0,00826029685333307;0,866534103757253;-0,210967269047803;-0,0743556705786064;-0,167892817310358;0,88910776342395;-1,58357265178198;1,92398135369027;-0,497693158836481;1,82091503777324;-0,670812358445223;-0,196345900890118;0,170992044902523;-0,0147023111013085;0,442503087636181;0,364237649488129;1,99566938785799;-0,803472960445703;-0,156755957130714;-0,307268675894953;-0,263772474812762;-0,0631142197362582;-0,472315092737562;0,12913436866449;0,751694275516997;0,629039860874162;-0,398800572017746;-0,173911542289191;-0,0343465807772643;-1,72118180145121;0,788467201129541;-0,0638601818801939;-0,747224800528397;-1,66063978421801;-0,618365555528507;0,379300873357184;-1,0566221105741;-0,208591811801767;0,185705887005012;0,212810836477642;0,00805724880280678;-0,00805724880280678;0,548578030479894;0,231427067362555;-0,850926382438614;0,268368828580998;-0,24138610453038;-0,76431871995096;0,0554043384329492;-0,130483934713096;-0,109238877389804;0,0616823958512289;0,692744846874827;0,208625558059262;0,261584923532264;0,307403348444208;0,663485915021218;-0,55809483784937;0,427135624406188;-0,0218100647309232;-0,908683568712098;-0,0501414884749782;1,22423358641782;-0,528016783630549;-0,626392854674798;-0,1039933513643;0,104406276680623;-0,816802087210215;-0,453189954236073;0,24013451983094;0,595864074718157;0,245779957551937;0,364518862423489;-0,211305734597708;-0,0492898481016818;0,382880771251303;0,574071336801262;0,233379214243082;-0,218394944794158;0,180485458808896;0,79733171361334;0,398331994183885;-1,55025545843967;-0,275682202530059;0,0632690289890483;0,895692458782089;0,0443956399326266;-0,0668287041558586;-0,27703200090272;-0,354537087763591;-0,268903100083125;-0,0901304476996952;-0,223999110199845;0,544612612147607;0,0761652854243845;0,312989642450005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
